SEQN,cycle,paired_days,mean_daily_mims,mean_daily_actilife_steps,mean_nonmissing_step_minutes,mean_positive_step_minutes
74313,2013-2014,9,12123.78511111111,9649.444444444445,1281.0,723.3333333333334
74324,2013-2014,9,6833.258555555556,4208.0,1281.0,541.0
74340,2013-2014,9,7574.51488888889,5787.111111111111,1281.0,527.3333333333334
74345,2013-2014,9,10900.256777777779,10476.111111111111,1281.0,681.5555555555555
74374,2013-2014,9,13818.359666666665,10193.0,1281.0,715.4444444444445
74395,2013-2014,9,5486.569111111111,4330.111111111111,1281.0,579.6666666666666
74402,2013-2014,9,14253.309666666666,12552.444444444445,1281.0,766.1111111111111
74419,2013-2014,9,8033.296333333332,7094.0,1281.0,663.8888888888889
74465,2013-2014,9,6077.395111111111,6367.666666666667,1281.0,593.5555555555555
74487,2013-2014,9,8309.903777777778,12268.666666666666,1281.0,611.6666666666666
74510,2013-2014,9,8050.715444444446,7423.888888888889,1281.0,616.5555555555555
74512,2013-2014,9,6120.875222222221,5200.333333333333,1281.0,572.5555555555555
74574,2013-2014,9,14115.114111111112,12669.333333333334,1281.0,714.6666666666666
74600,2013-2014,9,9331.938333333334,7149.666666666667,1281.0,715.7777777777778
74611,2013-2014,9,10585.85911111111,10481.222222222223,1281.0,705.1111111111111
74645,2013-2014,9,5982.537888888889,4436.0,1281.0,516.8888888888889
